file,original,new_path
../new_directory/train/angry_1036.csv,../input/cremad/AudioWAV/1007_IEO_ANG_MD.wav,dataset/crema/1007_IEO_ANG_MD.wav
../new_directory/train/angry_1037.csv,../input/cremad/AudioWAV/1034_TAI_ANG_XX.wav,dataset/crema/1034_TAI_ANG_XX.wav
../new_directory/train/angry_1038.csv,../input/Tess/Tess/YAF_angry/YAF_back_angry.wav,dataset/tess/YAF_angry/YAF_back_angry.wav
../new_directory/train/angry_1039.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
../new_directory/train/angry_104.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-01-22.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-01-22.wav
../new_directory/train/angry_1040.csv,../input/cremad/AudioWAV/1021_IEO_ANG_HI.wav,dataset/crema/1021_IEO_ANG_HI.wav
../new_directory/train/angry_1041.csv,../input/cremad/AudioWAV/1074_TSI_ANG_XX.wav,dataset/crema/1074_TSI_ANG_XX.wav
../new_directory/train/angry_1042.csv,../input/cremad/AudioWAV/1012_IEO_ANG_MD.wav,dataset/crema/1012_IEO_ANG_MD.wav
../new_directory/train/angry_1043.csv,../input/cremad/AudioWAV/1035_WSI_ANG_XX.wav,dataset/crema/1035_WSI_ANG_XX.wav
../new_directory/train/angry_1044.csv,../input/cremad/AudioWAV/1024_TIE_ANG_XX.wav,dataset/crema/1024_TIE_ANG_XX.wav
../new_directory/train/angry_1045.csv,../input/cremad/AudioWAV/1010_ITS_ANG_XX.wav,dataset/crema/1010_ITS_ANG_XX.wav
../new_directory/train/angry_1046.csv,../input/Tess/Tess/YAF_angry/YAF_jail_angry.wav,dataset/tess/YAF_angry/YAF_jail_angry.wav
../new_directory/train/angry_1047.csv,../input/cremad/AudioWAV/1048_TIE_ANG_XX.wav,dataset/crema/1048_TIE_ANG_XX.wav
../new_directory/train/angry_1048.csv,../input/cremad/AudioWAV/1005_ITS_ANG_XX.wav,dataset/crema/1005_ITS_ANG_XX.wav
../new_directory/train/angry_1049.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_15/03-01-05-02-01-01-15.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-01-01-15.wav
../new_directory/train/angry_105.csv,../input/cremad/AudioWAV/1059_ITH_ANG_XX.wav,dataset/crema/1059_ITH_ANG_XX.wav
../new_directory/train/angry_1050.csv,../input/cremad/AudioWAV/1058_IEO_ANG_MD.wav,dataset/crema/1058_IEO_ANG_MD.wav
../new_directory/train/angry_1051.csv,../input/cremad/AudioWAV/1086_IOM_ANG_XX.wav,dataset/crema/1086_IOM_ANG_XX.wav
../new_directory/train/angry_1052.csv,../input/cremad/AudioWAV/1003_IWW_ANG_XX.wav,dataset/crema/1003_IWW_ANG_XX.wav
../new_directory/train/angry_1053.csv,../input/cremad/AudioWAV/1047_IWL_ANG_XX.wav,dataset/crema/1047_IWL_ANG_XX.wav
../new_directory/train/angry_1054.csv,../input/cremad/AudioWAV/1083_IOM_ANG_XX.wav,dataset/crema/1083_IOM_ANG_XX.wav
../new_directory/train/angry_1055.csv,../input/Tess/Tess/YAF_angry/YAF_sheep_angry.wav,dataset/tess/YAF_angry/YAF_sheep_angry.wav
../new_directory/train/angry_1056.csv,../input/Tess/Tess/OAF_angry/OAF_read_angry.wav,dataset/tess/OAF_angry/OAF_read_angry.wav
../new_directory/train/angry_1057.csv,../input/cremad/AudioWAV/1035_IEO_ANG_LO.wav,dataset/crema/1035_IEO_ANG_LO.wav
../new_directory/train/angry_1058.csv,../input/Tess/Tess/YAF_angry/YAF_vine_angry.wav,dataset/tess/YAF_angry/YAF_vine_angry.wav
../new_directory/train/angry_1059.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-01-01.wav
../new_directory/train/angry_106.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-02-23.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-02-23.wav
../new_directory/train/angry_1060.csv,../input/cremad/AudioWAV/1047_IWW_ANG_XX.wav,dataset/crema/1047_IWW_ANG_XX.wav
../new_directory/train/angry_1061.csv,../input/cremad/AudioWAV/1070_IWL_ANG_XX.wav,dataset/crema/1070_IWL_ANG_XX.wav
../new_directory/train/angry_1062.csv,../input/cremad/AudioWAV/1009_IEO_ANG_HI.wav,dataset/crema/1009_IEO_ANG_HI.wav
../new_directory/train/angry_1063.csv,../input/cremad/AudioWAV/1068_IEO_ANG_HI.wav,dataset/crema/1068_IEO_ANG_HI.wav
../new_directory/train/angry_1064.csv,../input/cremad/AudioWAV/1022_IEO_ANG_LO.wav,dataset/crema/1022_IEO_ANG_LO.wav
../new_directory/train/angry_1065.csv,../input/cremad/AudioWAV/1067_WSI_ANG_XX.wav,dataset/crema/1067_WSI_ANG_XX.wav
../new_directory/train/angry_1066.csv,../input/cremad/AudioWAV/1054_IEO_ANG_LO.wav,dataset/crema/1054_IEO_ANG_LO.wav
../new_directory/train/angry_1067.csv,../input/cremad/AudioWAV/1087_IWW_ANG_XX.wav,dataset/crema/1087_IWW_ANG_XX.wav
../new_directory/train/angry_1068.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-02-14.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-02-14.wav
../new_directory/train/angry_1069.csv,../input/Tess/Tess/OAF_angry/OAF_have_angry.wav,dataset/tess/OAF_angry/OAF_have_angry.wav
../new_directory/train/angry_107.csv,../input/cremad/AudioWAV/1073_TAI_ANG_XX.wav,dataset/crema/1073_TAI_ANG_XX.wav
../new_directory/train/angry_1070.csv,../input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a01.wav,dataset/savee/DC_a01.wav
../new_directory/train/angry_1071.csv,../input/cremad/AudioWAV/1032_DFA_ANG_XX.wav,dataset/crema/1032_DFA_ANG_XX.wav
../new_directory/train/angry_1072.csv,../input/cremad/AudioWAV/1062_ITS_ANG_XX.wav,dataset/crema/1062_ITS_ANG_XX.wav
../new_directory/train/angry_1073.csv,../input/cremad/AudioWAV/1053_TSI_ANG_XX.wav,dataset/crema/1053_TSI_ANG_XX.wav
../new_directory/train/angry_1074.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_22/03-01-05-02-02-01-22.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-02-02-01-22.wav
../new_directory/train/angry_1152.csv,../input/cremad/AudioWAV/1066_ITS_ANG_XX.wav,dataset/crema/1066_ITS_ANG_XX.wav
../new_directory/train/angry_1153.csv,../input/cremad/AudioWAV/1071_WSI_ANG_XX.wav,dataset/crema/1071_WSI_ANG_XX.wav
../new_directory/train/angry_1154.csv,../input/cremad/AudioWAV/1024_IEO_ANG_LO.wav,dataset/crema/1024_IEO_ANG_LO.wav
../new_directory/train/angry_1155.csv,../input/Tess/Tess/YAF_angry/YAF_tip_angry.wav,dataset/tess/YAF_angry/YAF_tip_angry.wav
../new_directory/train/angry_1156.csv,../input/cremad/AudioWAV/1047_IEO_ANG_HI.wav,dataset/crema/1047_IEO_ANG_HI.wav
../new_directory/train/angry_1157.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
../new_directory/train/angry_1158.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-01-02-01-17.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_17/03-01-05-01-02-01-17.wav
../new_directory/train/angry_1159.csv,../input/Tess/Tess/OAF_angry/OAF_sail_angry.wav,dataset/tess/OAF_angry/OAF_sail_angry.wav
../new_directory/train/angry_116.csv,../input/cremad/AudioWAV/1051_IEO_ANG_HI.wav,dataset/crema/1051_IEO_ANG_HI.wav
../new_directory/train/angry_1160.csv,../input/cremad/AudioWAV/1039_IOM_ANG_XX.wav,dataset/crema/1039_IOM_ANG_XX.wav
../new_directory/train/angry_1161.csv,../input/cremad/AudioWAV/1032_ITH_ANG_XX.wav,dataset/crema/1032_ITH_ANG_XX.wav
../new_directory/train/angry_1162.csv,../input/cremad/AudioWAV/1027_IEO_ANG_LO.wav,dataset/crema/1027_IEO_ANG_LO.wav
../new_directory/train/angry_1163.csv,../input/cremad/AudioWAV/1082_ITS_ANG_XX.wav,dataset/crema/1082_ITS_ANG_XX.wav
../new_directory/train/angry_1164.csv,../input/cremad/AudioWAV/1030_IWW_ANG_XX.wav,dataset/crema/1030_IWW_ANG_XX.wav
../new_directory/train/angry_1165.csv,../input/cremad/AudioWAV/1017_DFA_ANG_XX.wav,dataset/crema/1017_DFA_ANG_XX.wav
../new_directory/train/angry_1166.csv,../input/cremad/AudioWAV/1007_ITS_ANG_XX.wav,dataset/crema/1007_ITS_ANG_XX.wav
../new_directory/train/angry_1167.csv,../input/cremad/AudioWAV/1078_ITH_ANG_XX.wav,dataset/crema/1078_ITH_ANG_XX.wav
../new_directory/train/angry_1168.csv,../input/cremad/AudioWAV/1046_ITH_ANG_XX.wav,dataset/crema/1046_ITH_ANG_XX.wav
../new_directory/train/angry_1169.csv,../input/Tess/Tess/YAF_angry/YAF_tool_angry.wav,dataset/tess/YAF_angry/YAF_tool_angry.wav
../new_directory/train/angry_117.csv,../input/cremad/AudioWAV/1055_WSI_ANG_XX.wav,dataset/crema/1055_WSI_ANG_XX.wav
../new_directory/train/angry_1170.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-01-11.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-01-11.wav
../new_directory/train/angry_1171.csv,../input/cremad/AudioWAV/1013_IEO_ANG_HI.wav,dataset/crema/1013_IEO_ANG_HI.wav
../new_directory/train/angry_1172.csv,../input/cremad/AudioWAV/1024_TAI_ANG_XX.wav,dataset/crema/1024_TAI_ANG_XX.wav
../new_directory/train/angry_1173.csv,../input/Tess/Tess/YAF_angry/YAF_death_angry.wav,dataset/tess/YAF_angry/YAF_death_angry.wav
../new_directory/train/angry_1174.csv,../input/cremad/AudioWAV/1010_IOM_ANG_XX.wav,dataset/crema/1010_IOM_ANG_XX.wav
../new_directory/train/angry_1175.csv,../input/cremad/AudioWAV/1006_DFA_ANG_XX.wav,dataset/crema/1006_DFA_ANG_XX.wav
../new_directory/train/angry_1176.csv,../input/Tess/Tess/OAF_angry/OAF_sour_angry.wav,dataset/tess/OAF_angry/OAF_sour_angry.wav
../new_directory/train/angry_1177.csv,../input/Tess/Tess/OAF_angry/OAF_cause_angry.wav,dataset/tess/OAF_angry/OAF_cause_angry.wav
../new_directory/train/angry_1178.csv,../input/cremad/AudioWAV/1010_IEO_ANG_MD.wav,dataset/crema/1010_IEO_ANG_MD.wav
../new_directory/train/angry_1179.csv,../input/cremad/AudioWAV/1019_IEO_ANG_HI.wav,dataset/crema/1019_IEO_ANG_HI.wav
../new_directory/train/angry_118.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-02-07.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-02-07.wav
../new_directory/train/angry_1180.csv,../input/Tess/Tess/YAF_angry/YAF_mob_angry.wav,dataset/tess/YAF_angry/YAF_mob_angry.wav
../new_directory/train/angry_1181.csv,../input/cremad/AudioWAV/1008_IEO_ANG_MD.wav,dataset/crema/1008_IEO_ANG_MD.wav
../new_directory/train/angry_1182.csv,../input/Tess/Tess/YAF_angry/YAF_neat_angry.wav,dataset/tess/YAF_angry/YAF_neat_angry.wav
../new_directory/train/angry_1183.csv,../input/cremad/AudioWAV/1091_TSI_ANG_XX.wav,dataset/crema/1091_TSI_ANG_XX.wav
../new_directory/train/angry_1184.csv,../input/Tess/Tess/YAF_angry/YAF_came_angry.wav,dataset/tess/YAF_angry/YAF_came_angry.wav
../new_directory/train/angry_1185.csv,../input/cremad/AudioWAV/1004_IWL_ANG_XX.wav,dataset/crema/1004_IWL_ANG_XX.wav
../new_directory/train/angry_1186.csv,../input/Tess/Tess/OAF_angry/OAF_kick_angry.wav,dataset/tess/OAF_angry/OAF_kick_angry.wav
